anomaly_confirmed,baseline_failures,baseline_p95_ms,baseline_qps,db_evidence_summary,experiment_id,post_failures,post_p95_ms,post_qps,status,subtype
True,0,544.4854169618338,5.09000981950247,explain captured,E01_missing_index,0,1194.7535410290584,0.8587572164122511,completed,missing_index
False,0,1204.4228750746697,0.8436918394420919,,E08_single_sql,0,1197.6772079942748,0.8579615756983521,completed,single_sql
False,0,44.66604196932167,14.79478751668539,,E09_overall_workload,0,24.47887498419732,61.534532384208426,completed,overall_workload
False,0,107.60733298957348,12.8467038628696,,E10_cpu,0,23.962250095792115,16.83228098569578,completed,cpu
True,0,8.243958000093699,121.30095762116137,,E15_record_lock,,,,completed,record_lock
